key,en,zh_CN,pt_BR,hi,id,fil,zh_TW,ru,ja,de,fr,ko,pt,es,az,be,hr,cs,da,ar_EG,fi,el,hu,fa,he,it,ar_LB,lt,ms,ar_MA,nl_NL,nb,ar_OM,en_PH,pl,ro,ar_SA,sk,sv,th,ar_TN,tr,uk,ar_AE,uz,vi,af,am,bn,bs,ca,es_ES,es_MX,es_US,fr_CA,gu,is,kk,km,kn,lo,mk,ml,mn,mr,ne,pa,pt_PT,si,sl,sr,sw,ta,te,ur
PUSH_EVE_TITLE_74,😺 I dreamed we solved one!,😺 我梦见我们解了一道！,😺 Sonhei que resolvemos um!,😺 हम साथ हल करते सपना!,😺 Aku mimpi kita main!,😺 Napanaginipan kong naglaro tayo!,😺 我夢到我們解題!,"😺 Снилось, что решали!",😺 一緒に解く夢見た!,😺 Träumte wir lösten zusammen!,😺 J'ai rêvé qu'on en résolvait un !,😺 같이 푸는 꿈 꿨어!,😺 Sonhei que resolvemos um!,😺 ¡Soñé que resolvíamos uno!,😺 Birlikdə həll etdiyimizi yuxumda gördüm!,"😺 Сніў, што развязалі!",😺 Sanjala sam da rješavamo!,😺 Snila jsem že řešíme!,😺 Drømte vi løste én!,😺 حلمت أننا حللنا واحداً!,😺 Näin unta ratkaisustamme!,😺 Ονειρεύτηκα ότι λύσαμε έναν!,😺 Álmomban megoldottunk egyet!,😺 خواب دیدم یکی حل کردیم!,😺 חלמתי שפתרנו אחת!,😺 Ho sognato che ne risolvevamo uno!,😺 حلمت أننا حللنا واحداً!,"😺 Sapnavau, kad sprendėme vieną!",😺 Saya mimpi kita main!,😺 حلمت أننا حللنا واحداً!,😺 Droomde dat we oplosten!,😺 Drømte vi løste en!,😺 حلمت أننا حللنا واحداً!,😺 I dreamed we solved one!,"😺 Śniło mi się, że rozwiązaliśmy!",😺 Am visat că rezolvăm unul!,😺 حلمت أننا حللنا واحداً!,😺 Snívala som že riešime!,😺 Drömde att vi löste en!,😺 ฝันว่าเล่นกัน!,😺 حلمت أننا حللنا واحداً!,😺 Birlikte çözdüğümüzü rüyamda gördüm!,"😺 Снилось, що розв'язали!",😺 حلمت أننا حللنا واحداً!,😺 Birga yechganimizni tushda ko'rdim!,😺 Mơ thấy chơi cùng!,😺 Gedroom ons los een op!,😺 አንዱን እንደፈታን አለምኩ!,😺 আমরা একসাথে সমাধানের স্বপ্ন!,😺 Sanjala sam da rješavamo!,😺 He somiat que en resolíem un!,😺 ¡Soñé que resolvíamos uno!,😺 ¡Soñé que resolvíamos uno!,😺 ¡Soñé que resolvíamos uno!,😺 J'ai rêvé qu'on en résolvait un !,😺 આપણે સાથે ઉકેલતું સપનું!,😺 Dreymdi við leystum eina!,😺 Бірге шешкенімізді түсімде көрдім!,😺 ខ្ញុំសុបិន្តយើងលេង!,😺 ನಾವು ಒಂದು ಪರಿಹರಿಸಿದ ಕನಸು ಬಿತ್ತು!,😺 ຝັນເຫັນເຮົາຫຼິ້ນ!,😺 Сонував дека решивме една!,😺 നമ്മൾ ഒന്ന് പരിഹരിച്ച സ്വപ്നം കണ്ടു!,😺 Нэгийг шийдсэн зүүд харсан!,😺 आम्ही एक सोडवल्याचे स्वप्न पाहिले!,😺 हामीले एक हल गरेको सपना देखें!,😺 ਸੁਪਨੇ 'ਚ ਇੱਕ ਹੱਲ ਕੀਤਾ!,😺 Sonhei que resolvemos um!,😺 අපි එකක් විසඳපු සිහිනය දැක්කා!,"😺 Sanjala sem, da rešujeva!",😺 Сањао сам да смо решили!,😺 Niliota tulitatua moja!,😺 ஒன்று தீர்த்ததாக கனவு கண்டேன்!,😺 ఒకటి సాల్వ్ చేశామని కల కన్నాను!,😺 خواب دیکھا کہ ہم نے حل کیا!
WIN_V2_AWESOME_TITLE,Awesome!,太棒了！,Incrível!,कमाल!,Keren!,Astig!,太棒了！,Потрясающе!,最高!,Großartig!,Génial !,멋져!,Incrível!,¡Genial!,Əla!,Цудоўна!,Sjajno!,Úžasné!,Fantastisk!,مدهش!,Mahtavaa!,Εκπληκτικό!,Fantasztikus!,فوق‌العاده!,מעולה!,Fantastico!,مدهش!,Nuostabu!,Keren!,مدهش!,Geweldig!,Fantastisk!,مدهش!,Awesome!,Świetnie!,Fantastic!,مدهش!,Úžasné!,Fantastiskt!,สุดยอด!,مدهش!,Harika!,Чудово!,مدهش!,Harika!,Tuyệt!,Fantasties!,ድንቅ!,দারুণ!,Sjajno!,Genial!,¡Genial!,¡Genial!,¡Genial!,Génial !,कमाल!,Stórkostlegt!,Harika!,Tuyệt!,कमाल!,สุดยอด!,Сјајно!,कमाल!,Гайхамшигтай!,कमाल!,कमाल!,कमाल!,Incrível!,कमाल!,Sjajno!,Сјајно!,Bora sana!,அருமை!,कमाल!,لاجواب!
PUSH_EVE_TITLE_79,🧘 Settle your thoughts!,🧘 安顿思绪！,🧘 Acomode seus pensamentos!,🧘 विचार शांत करो!,🧘 Tenangkan pikiran!,🧘 Patahimikin ang isipan!,🧘 安頓你的思緒!,🧘 Уложи мысли!,🧘 思考を落ち着けよ!,🧘 Beruhige Gedanken!,🧘 Apaise tes pensées !,🧘 생각을 가라앉히자!,🧘 Acomode seus pensamentos!,🧘 ¡Aquieta tus pensamientos!,🧘 Fikirlərini yerləşdir!,🧘 Укладзі думкі!,🧘 Smiri misli!,🧘 Uklidi myšlenky!,🧘 Fald dine tanker til ro!,🧘 سكّن أفكارك!,🧘 Asetu ajatuksiisi!,🧘 Ηρέμησε τις σκέψεις!,🧘 Csillapítsd a gondolataid!,🧘 افکارت رو آروم کن!,🧘 הרגיע את המחשבות!,🧘 Acquieta i pensieri!,🧘 سكّن أفكارك!,🧘 Nuramink mintis!,🧘 Tenangkan fikiran!,🧘 سكّن أفكارك!,🧘 Bedaar je gedachten!,🧘 Roe tankene!,🧘 سكّن أفكارك!,🧘 Settle your thoughts!,🧘 Wycisz myśli!,🧘 Așază-ți gândurile!,🧘 سكّن أفكارك!,🧘 Uprac myšlienky!,🧘 Bädda dina tankar!,🧘 สงบความคิด!,🧘 سكّن أفكارك!,🧘 Düşüncelerini yerleştir!,🧘 Уклади думки!,🧘 سكّن أفكارك!,🧘 Fikrlaringni joyiga qo'y!,🧘 Lắng suy nghĩ!,🧘 Bedaar jou gedagtes!,🧘 ሐሳቦችህን አስታጋስ!,🧘 ভাবনা শান্ত করো!,🧘 Smiri misli!,🧘 Asseu els teus pensaments!,🧘 ¡Aquieta tus pensamientos!,🧘 ¡Aquieta tus pensamientos!,🧘 ¡Aquieta tus pensamientos!,🧘 Apaise tes pensées !,🧘 વિચારો શાંત કરો!,🧘 Sefaðu hugsanir!,🧘 Ойларыңды орналастыр!,🧘 ស្ងាត់គំនិត!,🧘 ಯೋಚನೆಗಳನ್ನು ನೆಲೆಗೊಳಿಸಿ!,🧘 ສະຫງົບຄວາມຄິດ!,🧘 Смести ги мислите!,🧘 ചിന്തകൾ ശാന്തമാക്കൂ!,🧘 Бодолоо тогтоо!,🧘 विचार स्थिर कर!,🧘 सोच बस्न देऊ!,🧘 ਸੋਚ ਟਿਕਾ!,🧘 Acomode seus pensamentos!,🧘 සිතුවිලි සන්සුන් කරන්න!,🧘 Umiri misli!,🧘 Смести мисли!,🧘 Tulia mawazo yako!,🧘 உன் எண்ணங்களை அமைதிப்படுத்து!,🧘 నీ ఆలోచనలను స్థిరపరచు!,🧘 اپنے خیالات کو سکون دو!
PUSH_EVE_TITLE_78,😻 Stay up with me?,😻 陪我熬一会儿？,😻 Fica acordado comigo?,😻 जागे रहोगे मेरे साथ?,😻 Begadang denganku?,😻 Magpuyat tayo?,😻 跟我熬夜?,😻 Не спи со мной?,😻 一緒に夜更かし?,😻 Bleib auf mit mir?,😻 Reste éveillé avec moi ?,😻 같이 야간 활동?,😻 Fica acordado comigo?,😻 ¿Te desvelas conmigo?,😻 Mənimlə oyaq qal?,😻 Не спі са мной?,😻 Ostat ćeš sa mnom?,😻 Vydržíš se mnou?,😻 Blive oppe med mig?,😻 تسهر معايا؟,😻 Valvotko kanssani?,😻 Ξενύχτα μαζί μου;,😻 Maradsz velem fent?,😻 با من بیدار بمون؟,😻 הישאר ער איתי?,😻 Stai sveglio con me?,😻 تسهر معي؟,😻 Pabūk su manimi?,😻 Berjaga dengan saya?,😻 تسهر معي؟,😻 Blijf op met mij?,😻 Bli oppe med meg?,😻 تسهر معي؟,😻 Stay up with me?,😻 Posiedzisz ze mną?,😻 Stai treaz cu mine?,😻 تسهر معي؟,😻 Vydržíš so mnou?,😻 Stanna uppe med mig?,😻 อยู่กับฉันมั้ย?,😻 تسهر معي؟,😻 Benimle uyanık kal?,😻 Не спи зі мною?,😻 تسهر معي؟,😻 Men bilan uyg'oq qolasan?,😻 Thức với tớ nhé?,😻 Bly op met my?,😻 ከእኔ ጋር ስቅሉ?,😻 আমার সাথে জেগে থাকবে?,😻 Ostat ćeš sa mnom?,😻 Et quedes despert amb mi?,😻 ¿Te desvelas conmigo?,😻 ¿Te desvelas conmigo?,😻 ¿Te desvelas conmigo?,😻 Reste éveillé avec moi ?,😻 મારી સાથે જાગતો રહીશ?,😻 Vertu uppi með mér?,😻 Менімен ояну жалғастыр?,😻 ភ្ញាក់ជាមួយខ្ញុំ?,😻 ನನ್ನೊಂದಿಗೆ ಎಚ್ಚರ ಇರಿ?,😻 ຕື່ນກັບຂ້ອຍບໍ?,😻 Остани буден со мене?,😻 എന്നോടൊപ്പം ഉണർന്നിരിക്കാം?,😻 Надтай сэрж байх уу?,😻 माझ्यासोबत जागा?,😻 मसँग जागै बस्ने?,😻 ਮੇਰੇ ਨਾਲ ਜਾਗੇਂਗਾ?,😻 Fica acordado comigo?,😻 මා සමඟ අවදියෙන් ඉන්නවද?,😻 Ostaneš z mano?,😻 Остани будан са мном?,😻 Kaa macho nami?,😻 என்னுடன் விழித்திரு?,😻 నాతో మేల్కొని ఉండు?,😻 میرے ساتھ جاگو؟
COLOR_LIME,Lime,黄绿,Lima,लाइम,Lime,Lime,萊姆綠,Лаймовый,ライム,Limette,Citron,라임,Lima,Lima,Limon,Ліманавы,Limeta,Limetková,Lime,ليموني,Limetti,Λαχανί,Lime,سبز لیمویی,ליים,Verde lime,ليموني,Žaliosios citrinos,Hijau muda,ليموني,Limoen,Lime,ليموني,Lime,Limonkowy,Verde lămâie,ليموني,Limetková,Lime,เขียวมะนาว,ليموني,Limon yeşili,Лаймовий,ليموني,Limon yashil,Xanh chanh,Lemoen,ሎሚ,লাইম,Limeta,Llima,Lima,Lima,Lima,Lime,લીલો,Límóngrænn,Лайм,បៃតង,ಲೈಮ್,ສີຂຽວ,Лимонска,ലൈം,Нимбэгний ногоон,लाइम,लाइम,ਲਾਇਮ,Lima,ලයිම්,Limonasta,Limunasta,Limao,லைம்,లైమ్,لیموی سبز
<!MissingKey:225:SP Special Pattern Bank>,SP Special Pattern Bank,SP 特殊图案题库,Banco de padrões especiais SP,SP विशेष पैटर्न बैंक,Bank Pola Khusus SP,SP Special Pattern Bank,SP 特殊圖案題庫,Банк особых узоров SP,SP特殊パターンバンク,SP-Sondermuster-Sammlung,Banque de motifs spéciaux SP,SP 특수 패턴 문제집,Banco de Padrões Especiais SP,Banco de Patrones Especiales SP,SP Xüsusi Naxış Bankı,Банк адмысловых узораў SP,SP banka posebnih uzoraka,Banka speciálních vzorů SP,SP-specialmønsterbank,بنك أنماط SP الخاصة,SP-erikoiskuviopankki,Τράπεζα Ειδικών Μοτίβων SP,SP speciális minta bank,بانک الگوی ویژه SP,מאגר תבנית מיוחדת SP,Raccolta schemi speciali SP,بنك أنماط SP الخاصة,SP specialiųjų raštų rinkinys,Bank Corak Khas SP,بنك أنماط SP الخاصة,SP speciale patroonbank,SP spesialmønsterbank,بنك أنماط SP الخاصة,SP Special Pattern Bank,Baza wzorów specjalnych SP,Set cu model special SP,بنك أنماط SP الخاصة,Banka špeciálnych vzorov SP,SP specialmönsterbank,คลังลวดลายพิเศษ SP,بنك أنماط SP الخاصة,SP Özel Desen Bankası,Банк особливих візерунків SP,بنك أنماط SP الخاصة,SP maxsus naqsh to'plami,Kho Mẫu Đặc Biệt SP,SP Spesiale Patroonbank,SP ልዩ ንድፍ ቋት,SP বিশেষ প্যাটার্ন ব্যাংক,SP banka posebnih uzoraka,Banc de patrons especials SP,Banco de patrones especiales SP,Banco de Patrones Especiales SP,Banco de Patrón Especial SP,Banque de motifs spéciaux SP,SP વિશેષ પૅટર્ન બેંક,SP sérstakt mynstursafn,SP арнайы үлгілер банкі,ឃ្លាំងលំនាំពិសេស SP,SP ವಿಶೇಷ ನಮೂನೆ ಬ್ಯಾಂಕ್,ຄັງຮູບແບບພິເສດ SP,SP банка со специјален шаблон,SP പ്രത്യേക പാറ്റേൺ ബാങ്ക്,SP тусгай хээ сан,SP विशेष नमुना बँक,SP विशेष बनोट बैंक,SP ਖਾਸ ਪੈਟਰਨ ਬੈਂਕ,Banco de Padrões Especiais SP,SP විශේෂ රටා බැංකුව,Banka posebnih vzorcev SP,SP збирка посебних шаблона,Hazina ya Mchoro Maalum wa SP,SP சிறப்பு வடிவத் தொகுப்பு,SP ప్రత్యేక నమూనా బ్యాంక్,SP خاص پیٹرن بینک
<!MissingKey:226:Intermediate>,Intermediate,进阶,Intermediário,मध्यम,Menengah,Intermedyo,進階,Средний,中級,Fortgeschritten,Intermédiaire,중급,Intermediário,Intermedio,Orta,Сярэдні,Napredni,Pokročilý,Øvet,متوسط,Edistynyt,Μεσαίος,Haladó,متوسط,בינוני,Intermedio,متوسط,Pažengęs,Pertengahan,متوسط,Gevorderd,Viderekommen,متوسط,Intermediate,Średni,Intermediar,متوسط,Pokročilý,Medel,ระดับกลาง,متوسط,Orta,Середній,متوسط,O'rta,Trung Cấp,Gevorderd,መካከለኛ,মধ্যম,Napredni,Intermedi,Intermedio,Intermedio,Intermedio,Intermédiaire,મધ્યમ,Miðstig,Орташа,កម្រិតមធ្យម,ಮಧ್ಯಮ,ລະດັບກາງ,Среден,ഇടത്തരം,Дунд,मध्यम,मध्यम,ਦਰਮਿਆਨਾ,Intermédio,මධ්‍යම,Napredni,Напредни,Kati,இடைநிலை,మధ్యస్థ,درمیانہ
DAILY_FAIL_TITLE,So close,差一点!,Quase lá,बहुत करीब,Nyaris,Muntik na,就差一點,Так близко,惜しい,Knapp daneben,Si près,아쉬워요,Quase lá,Por poco,Az qaldı,Так блізка,Tako blizu,Tak blízko,Så tæt på,كنت قريباً جداً,Lähellä oli,Παρά λίγο,Majdnem!,نزدیک بود,כמעט הצלחת,Per un soffio,كنت قريباً جداً,Vos vos,Hampir sahaja,كنت قريباً جداً,Net niet,Så nære,كنت قريباً جداً,So close,Tak blisko,Atât de aproape,كنت قريباً جداً,Tak blízko,Så nära,เกือบแล้ว,كنت قريباً جداً,Az kaldı,Так близько,كنت قريباً جداً,Sal qoldi,Sát sao quá,So naby,ጥቂት ቀርቶ,একটুর জন্য,Tako blizu,Quasi!,Por poco,¡Por poco!,Por poco,Si proche,ખૂબ નજીક,Svo nálægt,Аз ғана қалды,ជិតបាន​ហើយ,ತುಂಬಾ ಹತ್ತಿರ,ເກືອບໄດ້ແລ້ວ,Толку блиску,ഇത്തിരി കൂടി,Бараг л боллоо,अगदी थोडक्यात,नजिकै पुग्नुभयो,ਥੋੜ੍ਹਾ ਰਹਿ ਗਿਆ,Quase!,ඉතා ආසන්නයි,Tako blizu,За длаку,Karibu sana,கொஞ்சத்தில் தவறியது,చాలా దగ్గరగా,بہت قریب
DRAFT_APPLY_BTN,Apply,应用,Aplicar,लागू करें,Terapkan,Ilapat,套用,Применить,適用,Anwenden,Appliquer,적용,Aplicar,Aplicar,Tətbiq et,Прымяніць,Primijeni,Použít,Anvend,تطبيق,Käytä,Εφαρμογή,Alkalmaz,اعمال,החל,Applica,تطبيق,Taikyti,Guna,تطبيق,Toepassen,Bruk,تطبيق,Apply,Zastosuj,Aplică,تطبيق,Použiť,Tillämpa,ใช้,تطبيق,Uygula,Застосувати,تطبيق,Qo'llash,Áp Dụng,Pas toe,ተግብር,প্রয়োগ,Primijeni,Aplicar,Aplicar,Aplicar,Aplicar,Appliquer,લાગુ કરો,Beita,Қолдану,អនុវត្ត,ಅನ್ವಯಿಸಿ,ນຳໃຊ້,Примени,പ്രയോഗിക്കുക,Хэрэглэх,लागू करा,लागू गर्नुहोस्,ਲਾਗੂ ਕਰੋ,Aplicar,යොදන්න,Uporabi,Примени,Tumia,செயல்படுத்து,వర్తింపజేయి,لاگو کریں
WEEKDAY_WED,WED,周三,QUA,बुध,RAB,MIY,週三,СР,水,MI,MER,수,QUA,MIÉ,ÇƏR,СР,SRI,ST,ONS,أرب,KE,ΤΕΤ,SZE,چهار,ד׳,MER,أرب,TR,RAB,أرب,WO,ONS,أرب,WED,ŚRO,MIE,أرب,ST,ONS,พ.,أرب,ÇAR,СР,أرب,CHO,T4,WO,ረቡዕ,বুধ,SRI,DC,MIÉ,MIÉ,MIÉ,MER,બુધ,MIÐ,СӘР,ព,ಬುಧ,ພ,СРЕ,ബുധ,Лх,बुध,बुध,ਬੁਧ,QUA,බදාදා,SRE,СРЕ,JTN,புத,బుధ,بدھ
HINT_CHAIN_DESC,Placing here causes a contradiction — exclude this cell,在此放置会导致矛盾，可排除此格,Colocar aqui gera uma contradição — exclua esta célula,यहाँ रखने से विरोधाभास होता है — इस सेल को हटाएँ,Menaruh di sini menimbulkan kontradiksi — singkirkan sel ini,Ang paglalagay dito ay magdudulot ng kontradiksyon — alisin ang cell na ito,放在這裡會造成矛盾——可排除此格,Здесь возникает противоречие — исключите эту клетку,ここに置くと矛盾する — このマスを除外できる,Hier zu setzen führt zum Widerspruch – dieses Feld ausschließen,Placer ici crée une contradiction — exclure cette case,여기에 놓으면 모순이 생겨요 — 이 칸을 제외하세요,Colocar aqui gera uma contradição — exclua esta célula,Colocar aquí causa una contradicción: excluye esta casilla,Buraya qoymaq ziddiyyət yaradır — bu xananı çıxar,Тут паставіць — будзе супярэчнасць — выключы гэтую клетку,Postavljanje ovdje stvara proturječje — izuzmi ovo polje,Umístění sem vede ke sporu – vyluč toto políčko,At placere her giver modstrid — udeluk dette felt,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Tähän asettaminen aiheuttaa ristiriidan – sulje tämä ruutu pois,Εδώ προκύπτει αντίφαση — απόκλεισε αυτό το κελί,Ide helyezve ellentmondás keletkezik – ez a cella kizárható,گذاشتن اینجا باعث تناقض می‌شود — این خانه را حذف کن,הנחה כאן יוצרת סתירה — שלול משבצת זו,Mettere qui crea una contraddizione — escludi questa cella,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Čia pastačius kyla prieštaravimas – pašalink šį langelį,Meletak di sini menyebabkan percanggahan — singkir sel ini,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Hier plaatsen leidt tot een tegenspraak — sluit dit vakje uit,En katt her gir en motsigelse – utelukk denne ruten,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Placing here causes a contradiction — exclude this cell,Umieszczenie tutaj prowadzi do sprzeczności – wyklucz to pole,Aici apare o contradicție — exclude această celulă,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Umiestnenie sem vedie k rozporu – vylúč toto políčko,Placering här ger en motsägelse – uteslut denna ruta,วางตรงนี้จะเกิดความขัดแย้ง — ตัดช่องนี้ออก,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Buraya koymak çelişki yaratır — bu hücreyi ele,Тут кіт призведе до суперечності — виключи цю клітинку,الوضع هنا يسبب تناقضاً — استبعد هذه الخانة,Bu yerga qo'yish ziddiyatga olib keladi — bu katakni chiqarib tashlang,Đặt ở đây gây mâu thuẫn — loại trừ ô này,Om hier te plaas veroorsaak 'n teenstrydigheid — sluit hierdie blokkie uit,እዚህ ማስቀመጥ ተቃርኖ ያስከትላል — ይህን ሳጥን አግልል,এখানে বসালে বিরোধ হয় — এই ঘর বাদ দিন,Postavljanje ovdje vodi u kontradikciju — isključi ovo polje,Posar-lo aquí provoca una contradicció: exclou aquesta casella,Colocar aquí provoca una contradicción: descarta esta casilla,Poner aquí causa una contradicción: descarta esta casilla,Colocar aquí causa una contradicción; descarta esta celda,Placer ici crée une contradiction — exclure cette case,અહીં મૂકવાથી વિરોધાભાસ થાય છે — આ ખાનું બાકાત કરો,Að setja hér veldur mótsögn — útiloka þennan reit,Мұнда қою қайшылық тудырады — бұл ұяшықты алып таста,ការដាក់ត្រង់នេះបង្កើតភាពផ្ទុយគ្នា — សូមដកប្រឡោះនេះចេញ,ಇಲ್ಲಿ ಇರಿಸಿದರೆ ವಿರೋಧಾಭಾಸ ಉಂಟಾಗುತ್ತದೆ — ಈ ಕೋಶವನ್ನು ತೆಗೆದುಹಾಕಿ,ການວາງບ່ອນນີ້ກໍ່ໃຫ້ເກີດການຂັດແຍ້ງ — ຕັດຊ່ອງນີ້ອອກ,Поставувањето тука води до противречност — исклучи го ова поле,ഇവിടെ വെച്ചാൽ ഒരു വൈരുദ്ധ്യമുണ്ടാകും — ഈ കളം ഒഴിവാക്കൂ,Энд тавихад зөрчил үүснэ — энэ нүдийг хас,येथे ठेवल्यास विरोधाभास होतो — ही चौकट वगळा,यहाँ राख्दा विरोधाभास हुन्छ — यो कक्ष हटाउनुहोस्,ਇੱਥੇ ਰੱਖਣ ਨਾਲ ਵਿਰੋਧ ਪੈਦਾ ਹੁੰਦਾ ਹੈ — ਇਸ ਖ਼ਾਨੇ ਨੂੰ ਰੱਦ ਕਰੋ,Colocar aqui causa uma contradição — exclui esta célula,මෙහි තැබීමෙන් පරස්පරයක් ඇති වේ — මෙම කොටුව බැහැර කරන්න,Postavitev tukaj povzroči protislovje – izloči to polje,Постављање овде ствара противречност — искључи ово поље,Kuweka hapa kunasababisha mgongano — ondoa kisanduku hiki,இங்கே வைப்பது முரண்பாட்டை ஏற்படுத்தும் — இந்தக் கட்டத்தை விலக்குங்கள்,ఇక్కడ ఉంచితే వైరుధ్యం వస్తుంది — ఈ గడిని తొలగించండి,یہاں رکھنا تضاد پیدا کرتا ہے — اس خانے کو خارج کریں
